review,rating,date,bank,source,review_clean,vader_compound,sentiment_vader,sent_label,sent_score,text,theme_primary
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,google_play,"this app, for me , is a waste of time. it doesn't work . i can't even long in, and it really piss me off. fix the problem",-0.8173,negative,negative,0.99980491399765,"this app, for me , is a waste of time. it doesn't work . i can't even long in, and it really piss me off. fix the problem",other
Good service.,3,2025-05-25,BOA,google_play,good service.,0.4404,positive,positive,0.9998533725738524,good service.,other
the app crush frequently,1,2025-05-24,BOA,google_play,the app crush frequently,-0.1531,negative,negative,0.998525083065033,the app crush frequently,other
You guys keeps getting worst,1,2025-05-22,BOA,google_play,you guys keeps getting worst,-0.6249,negative,negative,0.9997075200080872,you guys keeps getting worst,other
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,google_play,"this app is a joke. it crashes more than it works, takes forever to load, and half the features are just decorative at this point. can’t log in, can’t transfer money, can’t even check my balance without it bugging out. to the developer: are you actually trying to make this work, or is this some kind of social experiment to test our patience? did you build this in your sleep? because it definitely looks like it. if this is your idea of a functional app, maybe consider a different career path🙏",0.7757,positive,negative,0.999026656150818,"this app is a joke. it crashes more than it works, takes forever to load, and half the features are just decorative at this point. can’t log in, can’t transfer money, can’t even check my balance without it bugging out. to the developer: are you actually trying to make this work, or is this some kind of social experiment to test our patience? did you build this in your sleep? because it definitely looks like it. if this is your idea of a functional app, maybe consider a different career path🙏",crash_bug
BoA,2,2025-05-20,BOA,google_play,boa,0.0,neutral,negative,0.7410542368888855,boa,other
but not opening on android,4,2025-05-19,BOA,google_play,but not opening on android,0.0,neutral,negative,0.9952228665351868,but not opening on android,other
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,google_play,worst app ever. totally unreliable. and it didn't work at all for the last 4 months.,-0.6249,negative,negative,0.9997984766960144,worst app ever. totally unreliable. and it didn't work at all for the last 4 months.,other
amazing,5,2025-05-18,BOA,google_play,amazing,0.5859,positive,positive,0.999875545501709,amazing,other
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,google_play,"this app does no work on samsung a51, it just gives a preview of the logo",-0.296,negative,negative,0.9992283582687378,"this app does no work on samsung a51, it just gives a preview of the logo",other
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,google_play,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",-0.4639,negative,negative,0.9994921684265136,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",account_access
liking this application good 👍,5,2025-05-07,BOA,google_play,liking this application good 👍,0.6808,positive,positive,0.9996829032897948,liking this application good 👍,other
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,google_play,"this app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work",-0.775,negative,negative,0.9989790916442872,"this app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work",account_access
it's really good 👍,5,2025-04-23,BOA,google_play,it's really good 👍,0.4927,positive,positive,0.9998701810836792,it's really good 👍,other
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,google_play,bad app . it stuck when you open and noting works.,-0.6705,negative,negative,0.9995198249816896,bad app . it stuck when you open and noting works.,other
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,google_play,"the app isn't working after it asked me the password it starts loading, but it doesn't open",0.0,neutral,negative,0.9997255206108092,"the app isn't working after it asked me the password it starts loading, but it doesn't open",account_access
Best,2,2025-04-19,BOA,google_play,best,0.6369,positive,positive,0.9997941851615906,best,other
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,google_play,it keeps showing this pop up to turn off developer options even tho it's off! i had to turn on and then off to make it work! this is a horrible experience and needs a fix asap! plus kinda slow.,-0.6571,negative,negative,0.999669909477234,it keeps showing this pop up to turn off developer options even tho it's off! i had to turn on and then off to make it work! this is a horrible experience and needs a fix asap! plus kinda slow.,transactions
yideg,1,2025-04-18,BOA,google_play,yideg,0.0,neutral,negative,0.7675821781158447,yideg,other
great boa,5,2025-04-10,BOA,google_play,great boa,0.6249,positive,positive,0.9992689490318298,great boa,other
boa of mobile backing,5,2025-04-09,BOA,google_play,boa of mobile backing,0.0258,neutral,negative,0.980626106262207,boa of mobile backing,other
faster bank of Abissinya,5,2025-04-08,BOA,google_play,faster bank of abissinya,0.0,neutral,positive,0.9722142815589904,faster bank of abissinya,other
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,google_play,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,-0.4215,negative,negative,0.9996716976165771,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,crash_bug
it just doesn't work...so frustrating,1,2025-04-07,BOA,google_play,it just doesn't work...so frustrating,0.3412,positive,negative,0.999774158000946,it just doesn't work...so frustrating,other
like,5,2025-04-06,BOA,google_play,like,0.3612,positive,positive,0.9910564422607422,like,other
it's not work correctly... you must have update it,1,2025-04-06,BOA,google_play,it's not work correctly... you must have update it,0.0,neutral,negative,0.9998013377189636,it's not work correctly... you must have update it,other
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,google_play,"the app gets a considerable improvements like language , qr scanner and unlimited transfers survice. but boa please do alot on its fastness and convenient when we login and making a transactions.",0.6542,positive,positive,0.9575353264808656,"the app gets a considerable improvements like language , qr scanner and unlimited transfers survice. but boa please do alot on its fastness and convenient when we login and making a transactions.",transactions
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,google_play,after i typed in my password it says successfully logged out ...and goes back to the first page,0.4939,positive,negative,0.5856854915618896,after i typed in my password it says successfully logged out ...and goes back to the first page,account_access
